EstablecimientoCodigo;EstablecimientoGlosa;RegionCodigo;RegionGlosa;ComunaCodigo;ComunaGlosa;ServicioSaludCodigo;ServicioSaludGlosa;TipoEstablecimiento;DependenciaAdministrativa;NivelAtencion;TipoUrgencia;Latitud;Longitud;NivelComplejidad;Anio;SemanaEstadistica;OrdenCausa;Causa;NumTotal;NumMenor1Anio;Num1a4Anios;Num5a14Anios;Num15a64Anios;Num65oMas;FechaAtencionTexto;SexoPaciente;PrioridadTriage;CostoAtencionCLP
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;27;5;Insuficiencia respiratoria aguda;128;9;6;5;48;60;01-07-2024;M;C1;75333.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;27;6;COVID-19 sospecha/confirmada;310;19;30;73;140;48;01-07-2024;F;C3;74822.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;27;1;Influenza y neumonia;289;17;20;53;135;64;01-07-2024;F;C2;79389.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;27;2;Infeccion respiratoria aguda alta;228;15;30;47;106;30;01-07-2024;F;C2;111339.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;27;3;Bronquitis/Bronquiolitis aguda;227;65;56;49;50;7;01.07.24;F;C3;131386.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;;2024;27;4;Crisis asmática;253;18;23;63;132;17;01-07-2024;F;C2;150819.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;27;5;Insuficiencia respiratoria aguda;56;0;5;4;25;22;01-07-2024;masculino;C3;76122.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;27;6;COVID-19 sospecha/confirmada;343;26;34;74;163;46;01-07-2024;F;C1;100334.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;27;1;Influenza y neumonia;94;7;9;10;46;22;01-07-2024;M;C3;75846.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;AMBULATORIA (SAR);-334.429;-705.477;Baja Complejidad;2024;27;2;Infeccion respiratoria aguda alta;70;4;7;11;43;5;01.07.24;M;C1;71675.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;27;3;Bronquitis/Bronquiolitis aguda;151;49;40;20;33;9;01-07-2024;M;C3;117628.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;27;4;Crisis asmática;139;3;14;41;67;14;01-07-2024;M;C1;132507.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;27;5;Insuficiencia respiratoria aguda;191;7;4;18;75;87;01-07-2024;F;C4;94532.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;27;6;COVID-19 sospecha/confirmada;171;11;23;36;66;35;01-07-2024;M;C4;123707.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;27;1;Influenza y neumonia;246;20;27;37;99;63;01.07.24;M;;72911.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;AMBULATORIA (SAPU);-334.372;-707.766;Baja Complejidad;2024;27;2;Infeccion respiratoria aguda alta;190;15;24;34;81;36;01-07-2024;M;C4;95885.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;27;3;Bronquitis/Bronquiolitis aguda;61;18;14;11;17;1;01-07-2024;M;C4;122728.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;27;4;Crisis asmática;103;12;14;25;40;12;01-07-2024;F;C3;76153.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;27;5;Insuficiencia respiratoria aguda;58;2;2;1;17;36;01-07-2024;F;C2;75003.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;27;6;COVID-19 sospecha/confirmada;256;11;29;62;105;49;01-07-2024;M;C3;49530.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;27;1;Influenza y neumonia;76;7;11;9;26;23;01-07-2024;F;C2;82765.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;27;2;Infeccion respiratoria aguda alta;87;6;11;15;43;12;01-07-2024;F;C4;73767.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;27;3;Bronquitis/Bronquiolitis aguda;171;52;40;29;41;9;01-07-2024;M;C1;93426.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;27;4;Crisis asmática;231;13;28;61;112;17;01-07-2024;F;C2;116678.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;27;5;Insuficiencia respiratoria aguda;120;4;2;11;49;54;01-07-2024;F;C4;108956.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;27;6;COVID-19 sospecha/confirmada;134;5;20;30;55;24;01-07-2024;F;C3;130393.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;28;1;Influenza y neumonia;234;21;23;36;95;59;08.07.24;F;C1;138542.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;28;2;Infeccion respiratoria aguda alta;148;9;17;35;64;23;08-07-2024;M;C2;149142.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;28;3;Bronquitis/Bronquiolitis aguda;92;32;23;15;19;3;08-07-2024;F;C4;75880.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;28;4;Crisis asmática;228;17;26;54;104;27;08-07-2024;F;C1;77925.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;28;5;Insuficiencia respiratoria aguda;108;1;5;9;36;57;08-07-2024;F;C3;94279.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;HOSPITALARIA (UEH);-184.783;-703.126;Alta Complejidad;2024;28;6;COVID-19 sospecha/confirmada;78;7;9;14;38;10;08-07-2024;F;C3;93646.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;28;1;Influenza y neumonia;170;11;27;25;69;38;08-07-2024;M;C4;60994.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;28;2;Infeccion respiratoria aguda alta;283;27;33;47;122;54;08-07-2024;F;C3;139614.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;28;3;Bronquitis/Bronquiolitis aguda;215;66;56;33;48;12;08-07-2024;M;C5;72127.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;28;4;Crisis asmática;278;10;29;85;114;40;08-07-2024;F;C4;125345.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;28;5;Insuficiencia respiratoria aguda;199;6;4;13;72;104;08-07-2024;F;C1;81993.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;28;6;COVID-19 sospecha/confirmada;82;4;10;15;41;12;08-07-2024;F;C3;68480.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;28;1;Influenza y neumonia;251;23;38;24;114;52;08-07-2024;F;C2;53007.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;28;2;Infeccion respiratoria aguda alta;64;3;9;12;31;9;08-07-2024;M;C2;110503.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;28;3;Bronquitis/Bronquiolitis aguda;158;63;31;28;24;12;08-07-2024;M;C1;90546.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;28;4;Crisis asmática;119;5;22;25;48;19;08-07-2024;F;C3;80121.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;28;5;Insuficiencia respiratoria aguda;93;2;1;5;33;52;08-07-2024;F;C4;148427.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;28;6;COVID-19 sospecha/confirmada;180;8;19;39;82;32;08-07-2024;F;C5;114497.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;28;1;Influenza y neumonia;222;19;12;34;85;72;08-07-2024;M;C4;130984.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;28;2;Infeccion respiratoria aguda alta;113;8;15;34;48;8;08.07.24;F;C2;91401.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;28;3;Bronquitis/Bronquiolitis aguda;162;54;37;34;32;5;08-07-2024;F;C5;57727.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;;-334.372;-707.766;Baja Complejidad;2024;28;4;Crisis asmática;207;14;19;65;97;12;08-07-2024;;C4;141903.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;28;5;Insuficiencia respiratoria aguda;99;0;5;6;36;52;08-07-2024;F;C3;113717.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;28;6;COVID-19 sospecha/confirmada;203;7;31;36;91;38;08-07-2024;F;C3;64787.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;28;1;Influenza y neumonia;286;15;23;39;135;74;08.07.24;M;desconocido;83430.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;28;2;Infeccion respiratoria aguda alta;150;10;14;34;75;17;08-07-2024;F;C4;129481.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;28;3;Bronquitis/Bronquiolitis aguda;169;48;41;40;30;10;08.07.24;M;C4;139877.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;28;4;Crisis asmática;156;10;23;43;66;14;08-07-2024;M;C5;127971.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;28;5;Insuficiencia respiratoria aguda;74;1;2;8;23;40;08-07-2024;M;C4;74448.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;28;6;COVID-19 sospecha/confirmada;324;28;40;64;133;59;08-07-2024;F;C5;63555.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;29;1;Influenza y neumonia;327;28;30;40;146;83;15.07.24;M;C4;134968.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;29;2;Infeccion respiratoria aguda alta;119;9;18;20;50;22;15-07-2024;F;C1;35543.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;29;3;Bronquitis/Bronquiolitis aguda;141;48;36;21;27;9;15-07-2024;M;C3;104630.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;29;4;Crisis asmática;130;7;17;38;55;13;15-07-2024;M;C3;100266.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;29;5;Insuficiencia respiratoria aguda;200;10;14;16;70;90;15-07-2024;F;C2;94044.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;29;6;COVID-19 sospecha/confirmada;272;24;43;54;111;42;15.07.24;F;C2;123661.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;29;1;Influenza y neumonia;183;17;16;20;80;50;15.07.24;M;C5;114048.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;29;2;Infeccion respiratoria aguda alta;106;5;5;25;53;18;15-07-2024;F;C3;171639.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;29;3;Bronquitis/Bronquiolitis aguda;109;26;32;23;22;6;15-07-2024;F;C2;88535.0
130215;Hospital Dr. Gustavo Fricke  ;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;29;4;Crisis asmática;128;8;18;27;60;15;15-07-2024;F;C3;108614.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;29;5;Insuficiencia respiratoria aguda;61;3;1;3;28;26;15-07-2024;F;C3;97800.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2024;29;6;COVID-19 sospecha/confirmada;230;17;12;48;116;37;15.07.24;F;C3;103276.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;29;1;Influenza y neumonia;87;7;3;17;39;21;15-07-2024;F;C1;61992.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;29;2;Infeccion respiratoria aguda alta;187;13;25;32;90;27;15-07-2024;F;C3;53822.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;29;3;Bronquitis/Bronquiolitis aguda;86;30;20;12;22;2;15-07-2024;M;C3;84291.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;29;4;Crisis asmática;180;11;15;51;90;13;15-07-2024;M;C3;36962.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;29;5;Insuficiencia respiratoria aguda;194;6;10;13;63;102;15-07-2024;M;C2;42038.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2024;29;6;COVID-19 sospecha/confirmada;190;15;20;39;91;25;15-07-2024;M;C2;88746.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;29;1;Influenza y neumonia;84;15;7;12;30;20;15.07.24;F;C2;68247.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;29;2;Infeccion respiratoria aguda alta;147;6;19;31;74;17;15-07-2024;F;C4;141182.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;29;3;Bronquitis/Bronquiolitis aguda;265;80;69;47;55;14;15-07-2024;F;C5;88910.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;29;4;Crisis asmática;192;7;25;62;75;23;15-07-2024;F;C5;129794.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;29;5;Insuficiencia respiratoria aguda;67;1;2;10;27;27;15-07-2024;M;C5;42878.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2024;29;6;COVID-19 sospecha/confirmada;241;14;36;42;118;31;15-07-2024;F;C1;90629.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;29;1;Influenza y neumonia;211;27;21;26;82;55;15-07-2024;M;C4;72984.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;29;2;Infeccion respiratoria aguda alta;64;7;7;18;28;4;15-07-2024;F;C4;115835.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;29;3;Bronquitis/Bronquiolitis aguda;245;58;66;45;65;11;15-07-2024;M;C5;130346.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada  ;-387.397;-725.984;Alta Complejidad;2024;29;4;Crisis asmática;269;10;35;74;125;25;15-07-2024;F;C1;114431.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;29;5;Insuficiencia respiratoria aguda;151;8;3;10;60;70;15-07-2024;F;C4;81833.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2024;29;6;COVID-19 sospecha/confirmada;138;9;11;22;79;17;15-07-2024;M;C1;121048.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;30;1;Influenza y neumonia;118;16;6;18;52;26;22-07-2024;M;C3;81284.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2024;30;2;Infeccion respiratoria aguda alta;200;16;23;42;80;39;22-07-2024;F;C3;58097.0
